x,y,Elevation,River,Terrain,Vegetation
2,11,0,FALSE,ocean,none
2,12,0,FALSE,ocean,none
2,13,0,FALSE,ocean,none
2,14,0,FALSE,ocean,none
2,15,0,FALSE,ocean,none
2,16,0,FALSE,ocean,none
2,17,0,FALSE,ocean,none
2,18,0,FALSE,ocean,none
2,19,0,FALSE,ocean,none
2,20,0,FALSE,ocean,none
2,21,0,FALSE,ocean,none
2,22,0,FALSE,ocean,none
2,23,0,FALSE,ocean,none
2,24,0,FALSE,ocean,none
2,25,0,FALSE,ocean,none
2,26,0,FALSE,ocean,none
2,27,0,FALSE,ocean,none
2,28,0,FALSE,ocean,none
2,29,0,FALSE,ocean,none
2,30,0,FALSE,ocean,none
2,31,0,FALSE,ocean,none
2,32,0,FALSE,ocean,none
2,33,0,FALSE,ocean,none
2,34,0,FALSE,ocean,none
2,35,0,FALSE,ocean,none
2,36,0,FALSE,ocean,none
2,37,0,FALSE,ocean,none
2,38,0,FALSE,ocean,none
2,39,0,FALSE,ocean,none
2,40,0,FALSE,ocean,none
2,41,0,FALSE,ocean,none
2,42,0,FALSE,ocean,none
2,43,0,FALSE,ocean,none
2,44,0,FALSE,ocean,none
2,45,0,FALSE,ocean,none
2,46,0,FALSE,ocean,none
2,47,0,FALSE,ocean,none
2,48,0,FALSE,ocean,none
2,49,0,FALSE,ocean,none
2,50,0,FALSE,ocean,none
2,51,0,FALSE,ocean,none
2,52,0,FALSE,ocean,none
2,53,0,FALSE,ocean,none
2,54,0,FALSE,ocean,none
2,55,0,FALSE,ocean,none
2,56,0,FALSE,ocean,none
2,57,0,FALSE,ocean,none
2,58,0,FALSE,ocean,none
2,59,0,FALSE,ocean,none
2,60,0,FALSE,ocean,none
2,61,0,FALSE,ocean,none
2,62,0,FALSE,ocean,none
2,63,0,FALSE,ocean,none
2,64,0,FALSE,ocean,none
2,65,0,FALSE,ocean,none
2,66,0,FALSE,ocean,none
2,67,0,FALSE,ocean,none
2,68,0,FALSE,ocean,none
2,69,0,FALSE,ocean,none
2,70,0,FALSE,ocean,none
2,71,0,FALSE,ocean,none
2,72,0,FALSE,ocean,none
2,73,0,FALSE,ocean,none
2,74,0,FALSE,ocean,none
2,75,0,FALSE,ocean,none
2,76,0,FALSE,ocean,none
2,77,0,FALSE,ocean,none
2,78,0,FALSE,ocean,none
2,79,0,FALSE,ocean,none
2,80,0,FALSE,ocean,none
2,81,0,FALSE,ocean,none
2,82,0,FALSE,ocean,none
2,83,0,FALSE,ocean,none
2,84,0,FALSE,ocean,none
2,85,0,FALSE,ocean,none
2,86,0,FALSE,ocean,none
2,87,0,FALSE,ocean,none
2,88,0,FALSE,ocean,none
2,89,0,FALSE,ocean,none
2,90,0,FALSE,ocean,none
2,91,0,FALSE,ocean,none
2,92,0,FALSE,ocean,none
2,93,0,FALSE,ocean,none
2,94,0,FALSE,ocean,none
2,95,0,FALSE,ocean,none
2,96,0,FALSE,ocean,none
2,97,0,FALSE,ocean,none
2,98,0,FALSE,ocean,none
2,99,0,FALSE,ocean,none
2,100,0,FALSE,ocean,none
3,1,0,FALSE,ocean,none
3,2,0,FALSE,ocean,none
3,3,0,FALSE,ocean,none
3,4,0,FALSE,ocean,none
3,5,0,FALSE,ocean,none
3,6,0,FALSE,ocean,none
3,7,0,FALSE,ocean,none
3,8,0,FALSE,ocean,none
3,9,0,FALSE,ocean,none
3,10,0,FALSE,ocean,none
3,11,0,FALSE,ocean,none
3,12,0,FALSE,ocean,none
3,13,0,FALSE,ocean,none
3,14,0,FALSE,ocean,none
3,15,0,FALSE,ocean,none
3,16,0,FALSE,ocean,none
3,17,0,FALSE,ocean,none
3,18,0,FALSE,ocean,none
3,19,0,FALSE,ocean,none
3,20,0,FALSE,ocean,none
3,21,0,FALSE,ocean,none
3,22,0,FALSE,ocean,none
3,23,0,FALSE,ocean,none
3,24,0,FALSE,ocean,none
3,25,0,FALSE,ocean,none
3,26,0,FALSE,ocean,none
3,27,0,FALSE,ocean,none
3,28,0,FALSE,ocean,none
3,29,0,FALSE,ocean,none
3,30,0,FALSE,ocean,none
3,31,0,FALSE,ocean,none
3,32,0,FALSE,ocean,none
3,33,0,FALSE,ocean,none
3,34,0,FALSE,ocean,none
3,35,0,FALSE,ocean,none
3,36,0,FALSE,ocean,none
3,37,0,FALSE,ocean,none
3,38,0,FALSE,ocean,none
3,39,0,FALSE,ocean,none
3,40,0,FALSE,ocean,none
3,41,0,FALSE,ocean,none
3,42,0,FALSE,ocean,none
3,43,0,FALSE,ocean,none
3,44,0,FALSE,ocean,none
3,45,0,FALSE,ocean,none
3,46,0,FALSE,ocean,none
3,47,0,FALSE,ocean,none
3,48,0,FALSE,ocean,none
3,49,0,FALSE,ocean,none
3,50,0,FALSE,ocean,none
3,51,0,FALSE,ocean,none
3,52,0,FALSE,ocean,none
3,53,0,FALSE,ocean,none
3,54,0,FALSE,ocean,none
3,55,0,FALSE,ocean,none
3,56,0,FALSE,ocean,none
3,57,0,FALSE,ocean,none
3,58,0,FALSE,ocean,none
3,59,0,FALSE,ocean,none
3,60,0,FALSE,ocean,none
3,61,0,FALSE,ocean,none
3,62,0,FALSE,ocean,none
3,63,0,FALSE,ocean,none
3,64,0,FALSE,ocean,none
3,65,0,FALSE,ocean,none
3,66,0,FALSE,ocean,none
3,67,0,FALSE,ocean,none
3,68,0,FALSE,ocean,none
3,69,0,FALSE,ocean,none
3,70,0,FALSE,ocean,none
3,71,0,FALSE,ocean,none
3,72,0,FALSE,ocean,none
3,73,0,FALSE,ocean,none
3,74,0,FALSE,ocean,none
3,75,0,FALSE,ocean,none
3,76,0,FALSE,ocean,none
3,77,0,FALSE,ocean,none
3,78,0,FALSE,ocean,none
3,79,0,FALSE,ocean,none
3,80,0,FALSE,ocean,none
3,81,0,FALSE,ocean,none
3,82,0,FALSE,ocean,none
3,83,0,FALSE,ocean,none
3,84,0,FALSE,ocean,none
3,85,0,FALSE,ocean,none
3,86,0,FALSE,ocean,none
3,87,0,FALSE,ocean,none
3,88,0,FALSE,ocean,none
3,89,0,FALSE,ocean,none
3,90,0,FALSE,ocean,none
3,91,0,FALSE,ocean,none
3,92,0,FALSE,ocean,none
3,93,0,FALSE,ocean,none
3,94,0,FALSE,ocean,none
3,95,0,FALSE,ocean,none
3,96,0,FALSE,ocean,none
3,97,0,FALSE,ocean,none
3,98,0,FALSE,ocean,none
3,99,0,FALSE,ocean,none
3,100,0,FALSE,ocean,none
4,1,0,FALSE,ocean,none
4,2,0,FALSE,ocean,none
4,3,0,FALSE,ocean,none
4,4,0,FALSE,ocean,none
4,5,0,FALSE,ocean,none
4,6,0,FALSE,ocean,none
4,7,0,FALSE,ocean,none
4,8,0,FALSE,ocean,none
4,9,0,FALSE,ocean,none
4,10,0,FALSE,ocean,none
4,11,0,FALSE,ocean,none
4,12,0,FALSE,ocean,none
4,13,0,FALSE,ocean,none
4,14,0,FALSE,ocean,none
4,15,0,FALSE,ocean,none
4,16,0,FALSE,ocean,none
4,17,0,FALSE,ocean,none
4,18,0,FALSE,ocean,none
4,19,0,FALSE,ocean,none
4,20,0,FALSE,ocean,none
4,21,0,FALSE,ocean,none
4,22,0,FALSE,ocean,none
4,23,0,FALSE,ocean,none
4,24,0,FALSE,ocean,none
4,25,0,FALSE,ocean,none
4,26,0,FALSE,ocean,none
4,27,0,FALSE,ocean,none
4,28,0,FALSE,ocean,none
4,29,0,FALSE,ocean,none
4,30,0,FALSE,ocean,none
4,31,0,FALSE,ocean,none
4,32,0,FALSE,ocean,none
4,33,0,FALSE,ocean,none
4,34,0,FALSE,ocean,none
4,35,0,FALSE,ocean,none
4,36,0,FALSE,ocean,none
4,37,0,FALSE,ocean,none
4,38,0,FALSE,ocean,none
4,39,0,FALSE,ocean,none
4,40,0,FALSE,ocean,none
4,41,0,FALSE,ocean,none
4,42,0,FALSE,ocean,none
4,43,0,FALSE,ocean,none
4,44,0,FALSE,ocean,none
4,45,0,FALSE,ocean,none
4,46,0,FALSE,ocean,none
4,47,0,FALSE,ocean,none
4,48,0,FALSE,ocean,none
4,49,0,FALSE,ocean,none
4,50,0,FALSE,ocean,none
4,51,0,FALSE,ocean,none
4,52,0,FALSE,ocean,none
4,53,0,FALSE,ocean,none
4,54,0,FALSE,ocean,none
4,55,0,FALSE,ocean,none
4,56,0,FALSE,ocean,none
4,57,0,FALSE,ocean,none
4,58,0,FALSE,ocean,none
4,59,0,FALSE,ocean,none
4,60,0,FALSE,ocean,none
4,61,0,FALSE,ocean,none
4,62,0,FALSE,ocean,none
4,63,0,FALSE,ocean,none
4,64,0,FALSE,ocean,none
4,65,0,FALSE,ocean,none
4,66,0,FALSE,ocean,none
4,67,0,FALSE,ocean,none
4,68,0,FALSE,ocean,none
4,69,0,FALSE,ocean,none
4,70,0,FALSE,ocean,none
4,71,0,FALSE,ocean,none
4,72,0,FALSE,ocean,none
4,73,0,FALSE,ocean,none
4,74,0,FALSE,ocean,none
4,75,0,FALSE,ocean,none
4,76,0,FALSE,ocean,none
4,77,0,FALSE,ocean,none
4,78,0,FALSE,ocean,none
4,79,0,FALSE,ocean,none
4,80,0,FALSE,ocean,none
4,81,0,FALSE,ocean,none
4,82,0,FALSE,ocean,none
4,83,0,FALSE,ocean,none
4,84,0,FALSE,ocean,none
4,85,0,FALSE,ocean,none
4,86,0,FALSE,ocean,none
4,87,0,FALSE,ocean,none
4,88,0,FALSE,ocean,none
4,89,0,FALSE,ocean,none
4,90,0,FALSE,ocean,none
4,91,0,FALSE,ocean,none
4,92,0,FALSE,ocean,none
4,93,0,FALSE,ocean,none
4,94,0,FALSE,ocean,none
4,95,0,FALSE,ocean,none
4,96,0,FALSE,ocean,none
4,97,0,FALSE,ocean,none
4,98,0,FALSE,ocean,none
4,99,0,FALSE,ocean,none
4,100,0,FALSE,ocean,none
5,1,0,FALSE,ocean,none
5,2,0,FALSE,ocean,none
5,3,0,FALSE,ocean,none
5,4,0,FALSE,ocean,none
5,5,0,FALSE,ocean,none
5,6,0,FALSE,ocean,none
5,7,0,FALSE,ocean,none
5,8,0,FALSE,ocean,none
5,9,0,FALSE,ocean,none
5,10,0,FALSE,ocean,none
5,11,0,FALSE,ocean,none
5,12,0,FALSE,ocean,none
5,13,0,FALSE,ocean,none
5,14,0,FALSE,ocean,none
5,15,0,FALSE,ocean,none
5,16,0,FALSE,ocean,none
5,17,0,FALSE,ocean,none
5,18,0,FALSE,ocean,none
5,19,0,FALSE,ocean,none
5,20,0,FALSE,ocean,none
5,21,0,FALSE,ocean,none
5,22,0,FALSE,ocean,none
5,23,0,FALSE,ocean,none
5,24,0,FALSE,ocean,none
5,25,0,FALSE,ocean,none
5,26,0,FALSE,ocean,none
5,27,0,FALSE,ocean,none
5,28,0,FALSE,ocean,none
5,29,0,FALSE,ocean,none
5,30,0,FALSE,ocean,none
5,31,0,FALSE,ocean,none
5,32,0,FALSE,ocean,none
5,33,0,FALSE,ocean,none
5,34,0,FALSE,ocean,none
5,35,0,FALSE,ocean,none
5,36,0,FALSE,ocean,none
5,37,0,FALSE,ocean,none
5,38,0,FALSE,ocean,none
5,39,0,FALSE,ocean,none
5,40,0,FALSE,ocean,none
5,41,0,FALSE,ocean,none
5,42,0,FALSE,ocean,none
5,43,0,FALSE,ocean,none
5,44,0,FALSE,ocean,none
5,45,0,FALSE,ocean,none
5,46,0,FALSE,ocean,none
5,47,0,FALSE,ocean,none
5,48,0,FALSE,ocean,none
5,49,0,FALSE,ocean,none
5,50,0,FALSE,ocean,none
5,51,0,FALSE,ocean,none
5,52,0,FALSE,ocean,none
5,53,0,FALSE,ocean,none
5,54,0,FALSE,ocean,none
5,55,0,FALSE,ocean,none
5,56,0,FALSE,ocean,none
5,57,0,FALSE,ocean,none
5,58,0,FALSE,ocean,none
5,59,0,FALSE,ocean,none
5,60,0,FALSE,ocean,none
5,61,0,FALSE,ocean,none
5,62,0,FALSE,ocean,none
5,63,0,FALSE,ocean,none
5,64,0,FALSE,ocean,none
5,65,0,FALSE,ocean,none
5,66,0,FALSE,ocean,none
5,67,0,FALSE,ocean,none
5,68,0,FALSE,ocean,none
5,69,0,FALSE,ocean,none
5,70,0,FALSE,ocean,none
5,71,0,FALSE,ocean,none
5,72,0,FALSE,ocean,none
5,73,0,FALSE,ocean,none
5,74,0,FALSE,ocean,none
5,75,0,FALSE,ocean,none
5,76,0,FALSE,ocean,none
5,77,0,FALSE,ocean,none
5,78,0,FALSE,ocean,none
5,79,0,FALSE,ocean,none
5,80,0,FALSE,ocean,none
5,81,0,FALSE,ocean,none
5,82,0,FALSE,ocean,none
5,83,0,FALSE,ocean,none
5,84,0,FALSE,ocean,none
5,85,0,FALSE,ocean,none
5,86,0,FALSE,ocean,none
5,87,0,FALSE,ocean,none
5,88,0,FALSE,ocean,none
5,89,0,FALSE,ocean,none
5,90,0,FALSE,ocean,none
5,91,0,FALSE,ocean,none
5,92,0,FALSE,ocean,none
5,93,0,FALSE,ocean,none
5,94,0,FALSE,ocean,none
5,95,0,FALSE,ocean,none
5,96,0,FALSE,ocean,none
5,97,0,FALSE,ocean,none
5,98,0,FALSE,ocean,none
5,99,0,FALSE,ocean,none
5,100,0,FALSE,ocean,none
6,1,0,FALSE,ocean,none
6,2,0,FALSE,ocean,none
6,3,0,FALSE,ocean,none
6,4,0,FALSE,ocean,none
6,5,0,FALSE,ocean,none
6,6,0,FALSE,ocean,none
6,7,0,FALSE,ocean,none
6,8,0,FALSE,ocean,none
6,9,0,FALSE,ocean,none
6,10,0,FALSE,ocean,none
6,11,0,FALSE,ocean,none
6,12,0,FALSE,ocean,none
6,13,0,FALSE,ocean,none
6,14,0,FALSE,ocean,none
6,15,0,FALSE,ocean,none
6,16,0,FALSE,ocean,none
6,17,0,FALSE,ocean,none
6,18,0,FALSE,ocean,none
6,19,0,FALSE,ocean,none
6,20,0,FALSE,ocean,none
6,21,0,FALSE,ocean,none
6,22,0,FALSE,ocean,none
6,23,0,FALSE,ocean,none
6,24,0,FALSE,ocean,none
6,25,0,FALSE,ocean,none
6,26,0,FALSE,ocean,none
6,27,0,FALSE,ocean,none
6,28,0,FALSE,ocean,none
6,29,0,FALSE,ocean,none
6,30,0,FALSE,ocean,none
6,31,0,FALSE,ocean,none
6,32,0,FALSE,ocean,none
6,33,0,FALSE,ocean,none
6,34,0,FALSE,ocean,none
6,35,0,FALSE,ocean,none
6,36,0,FALSE,ocean,none
6,37,0,FALSE,ocean,none
6,38,0,FALSE,ocean,none
6,39,0,FALSE,ocean,none
6,40,0,FALSE,ocean,none
6,41,0,FALSE,ocean,none
6,42,0,FALSE,ocean,none
6,43,0,FALSE,ocean,none
6,44,0,FALSE,ocean,none
6,45,0,FALSE,ocean,none
6,46,0,FALSE,ocean,none
6,47,0,FALSE,ocean,none
6,48,0,FALSE,ocean,none
6,49,0,FALSE,ocean,none
6,50,0,FALSE,ocean,none
6,51,0,FALSE,ocean,none
6,52,0,FALSE,ocean,none
6,53,0,FALSE,ocean,none
6,54,0,FALSE,ocean,none
6,55,0,FALSE,ocean,none
6,56,0,FALSE,ocean,none
6,57,0,FALSE,ocean,none
6,58,0,FALSE,ocean,none
6,59,0,FALSE,ocean,none
6,60,0,FALSE,ocean,none
6,61,0,FALSE,ocean,none
6,62,0,FALSE,ocean,none
6,63,0,FALSE,ocean,none
6,64,0,FALSE,ocean,none
6,65,0,FALSE,ocean,none
6,66,0,FALSE,ocean,none
6,67,0,FALSE,ocean,none
6,68,0,FALSE,ocean,none
6,69,0,FALSE,ocean,none
6,70,0,FALSE,ocean,none
6,71,0,FALSE,ocean,none
6,72,0,FALSE,ocean,none
6,73,0,FALSE,ocean,none
6,74,0,FALSE,ocean,none
6,75,0,FALSE,ocean,none
6,76,0,FALSE,ocean,none
6,77,0,FALSE,ocean,none
6,78,0,FALSE,ocean,none
6,79,0,FALSE,ocean,none
6,80,0,FALSE,ocean,none
6,81,0,FALSE,ocean,none
6,82,0,FALSE,ocean,none
6,83,0,FALSE,ocean,none
6,84,0,FALSE,ocean,none
6,85,0,FALSE,ocean,none
6,86,0,FALSE,ocean,none
6,87,0,FALSE,ocean,none
6,88,0,FALSE,ocean,none
6,89,0,FALSE,ocean,none
6,90,0,FALSE,ocean,none
6,91,0,FALSE,ocean,none
6,92,0,FALSE,ocean,none
6,93,0,FALSE,ocean,none
6,94,0,FALSE,ocean,none
6,95,0,FALSE,ocean,none
6,96,0,FALSE,ocean,none
6,97,0,FALSE,ocean,none
6,98,0,FALSE,ocean,none
6,99,0,FALSE,ocean,none
6,100,0,FALSE,ocean,none
7,1,0,FALSE,ocean,none
7,2,0,FALSE,ocean,none
7,3,0,FALSE,ocean,none
7,4,0,FALSE,ocean,none
7,5,0,FALSE,ocean,none
7,6,0,FALSE,ocean,none
7,7,0,FALSE,ocean,none
7,8,0,FALSE,ocean,none
7,9,0,FALSE,ocean,none
7,10,0,FALSE,ocean,none
7,11,0,FALSE,ocean,none
7,12,0,FALSE,ocean,none
7,13,0,FALSE,ocean,none
7,14,0,FALSE,ocean,none
7,15,0,FALSE,ocean,none
7,16,0,FALSE,ocean,none
7,17,0,FALSE,ocean,none
7,18,0,FALSE,ocean,none
7,19,0,FALSE,ocean,none
7,20,0,FALSE,ocean,none
7,21,0,FALSE,ocean,none
7,22,0,FALSE,ocean,none
7,23,0,FALSE,ocean,none
7,24,0,FALSE,ocean,none
7,25,0,FALSE,ocean,none
7,26,0,FALSE,ocean,none
7,27,0,FALSE,ocean,none
7,28,0,FALSE,ocean,none
7,29,0,FALSE,ocean,none
7,30,0,FALSE,ocean,none
7,31,0,FALSE,ocean,none
7,32,0,FALSE,ocean,none
7,33,0,FALSE,ocean,none
7,34,0,FALSE,ocean,none
7,35,0,FALSE,ocean,none
7,36,0,FALSE,ocean,none
7,37,0,FALSE,ocean,none
7,38,0,FALSE,ocean,none
7,39,0,FALSE,ocean,none
7,40,0,FALSE,ocean,none
7,41,0,FALSE,ocean,none
7,42,0,FALSE,ocean,none
7,43,0,FALSE,ocean,none
7,44,0,FALSE,ocean,none
7,45,0,FALSE,ocean,none
7,46,0,FALSE,ocean,none
7,47,0,FALSE,ocean,none
7,48,0,FALSE,ocean,none
7,49,0,FALSE,ocean,none
7,50,0,FALSE,ocean,none
7,51,0,FALSE,ocean,none
7,52,0,FALSE,ocean,none
7,53,0,FALSE,ocean,none
7,54,0,FALSE,ocean,none
7,55,0,FALSE,ocean,none
7,56,0,FALSE,ocean,none
7,57,0,FALSE,ocean,none
7,58,0,FALSE,ocean,none
7,59,0,FALSE,ocean,none
7,60,0,FALSE,ocean,none
7,61,0,FALSE,ocean,none
7,62,0,FALSE,ocean,none
7,63,0,FALSE,ocean,none
7,64,0,FALSE,ocean,none
7,65,0,FALSE,ocean,none
7,66,0,FALSE,ocean,none
7,67,0,FALSE,ocean,none
7,68,0,FALSE,ocean,none
7,69,0,FALSE,ocean,none
7,70,0,FALSE,ocean,none
7,71,0,FALSE,ocean,none
7,72,0,FALSE,ocean,none
7,73,0,FALSE,ocean,none
7,74,0,FALSE,ocean,none
7,75,0,FALSE,ocean,none
7,76,0,FALSE,ocean,none
7,77,0,FALSE,ocean,none
7,78,0,FALSE,ocean,none
7,79,0,FALSE,ocean,none
7,80,0,FALSE,ocean,none
7,81,0,FALSE,ocean,none
7,82,0,FALSE,ocean,none
7,83,0,FALSE,ocean,none
7,84,0,FALSE,ocean,none
7,85,0,FALSE,ocean,none
7,86,0,FALSE,ocean,none
7,87,0,FALSE,ocean,none
7,88,0,FALSE,ocean,none
7,89,0,FALSE,ocean,none
7,90,0,FALSE,ocean,none
7,91,0,FALSE,ocean,none
7,92,0,FALSE,ocean,none
7,93,0,FALSE,ocean,none
7,94,0,FALSE,ocean,none
7,95,0,FALSE,ocean,none
7,96,0,FALSE,ocean,none
7,97,0,FALSE,ocean,none
7,98,0,FALSE,ocean,none
7,99,0,FALSE,ocean,none
7,100,0,FALSE,ocean,none
8,1,0,FALSE,ocean,none
8,2,0,FALSE,ocean,none
8,3,0,FALSE,ocean,none
8,4,0,FALSE,ocean,none
8,5,0,FALSE,ocean,none
8,6,0,FALSE,ocean,none
8,7,0,FALSE,ocean,none
8,8,0,FALSE,ocean,none
8,9,0,FALSE,ocean,none
8,10,0,FALSE,ocean,none
8,11,0,FALSE,ocean,none
8,12,0,FALSE,ocean,none
8,13,0,FALSE,ocean,none
8,14,0,FALSE,ocean,none
8,15,0,FALSE,ocean,none
8,16,0,FALSE,ocean,none
8,17,0,FALSE,ocean,none
8,18,0,FALSE,ocean,none
8,19,0,FALSE,ocean,none
8,20,0,FALSE,ocean,none
8,21,0,FALSE,ocean,none
8,22,0,FALSE,ocean,none
8,23,0,FALSE,ocean,none
8,24,0,FALSE,ocean,none
8,25,0,FALSE,ocean,none
8,26,0,FALSE,ocean,none
8,27,0,FALSE,ocean,none
8,28,0,FALSE,ocean,none
8,29,0,FALSE,ocean,none
8,30,0,FALSE,ocean,none
8,31,0,FALSE,ocean,none
8,32,0,FALSE,ocean,none
8,33,0,FALSE,ocean,none
8,34,0,FALSE,ocean,none
8,35,0,FALSE,ocean,none
8,36,0,FALSE,ocean,none
8,37,0,FALSE,ocean,none
8,38,0,FALSE,ocean,none
8,39,0,FALSE,ocean,none
8,40,0,FALSE,ocean,none
8,41,0,FALSE,ocean,none
8,42,0,FALSE,ocean,none
8,43,1,FALSE,beach,none
8,44,0,FALSE,ocean,none
8,45,0,FALSE,ocean,none
8,46,0,FALSE,ocean,none
8,47,1,FALSE,beach,none
8,48,0,FALSE,ocean,none
8,49,1,FALSE,beach,none
8,50,0,FALSE,ocean,none
8,51,0,FALSE,ocean,none
8,52,1,FALSE,beach,none
8,53,1,FALSE,beach,none
8,54,0,FALSE,ocean,none
8,55,0,FALSE,ocean,none
8,56,0,FALSE,ocean,none
8,57,0,FALSE,ocean,none
8,58,0,FALSE,ocean,none
8,59,0,FALSE,ocean,none
8,60,0,FALSE,ocean,none
8,61,0,FALSE,ocean,none
8,62,0,FALSE,ocean,none
8,63,1,FALSE,beach,none
8,64,0,FALSE,ocean,none
8,65,0,FALSE,ocean,none
8,66,0,FALSE,ocean,none
8,67,0,FALSE,ocean,none
8,68,0,FALSE,ocean,none
8,69,0,FALSE,ocean,none
8,70,0,FALSE,ocean,none
8,71,0,FALSE,ocean,none
8,72,0,FALSE,ocean,none
8,73,0,FALSE,ocean,none
8,74,0,FALSE,ocean,none
8,75,0,FALSE,ocean,none
8,76,0,FALSE,ocean,none
8,77,0,FALSE,ocean,none
8,78,0,FALSE,ocean,none
8,79,0,FALSE,ocean,none
8,80,0,FALSE,ocean,none
8,81,0,FALSE,ocean,none
8,82,0,FALSE,ocean,none
8,83,0,FALSE,ocean,none
8,84,0,FALSE,ocean,none
8,85,0,FALSE,ocean,none
8,86,0,FALSE,ocean,none
8,87,0,FALSE,ocean,none
8,88,0,FALSE,ocean,none
8,89,0,FALSE,ocean,none
8,90,0,FALSE,ocean,none
8,91,0,FALSE,ocean,none
8,92,0,FALSE,ocean,none
8,93,0,FALSE,ocean,none
8,94,0,FALSE,ocean,none
8,95,0,FALSE,ocean,none
8,96,0,FALSE,ocean,none
8,97,0,FALSE,ocean,none
8,98,0,FALSE,ocean,none
8,99,0,FALSE,ocean,none
8,100,0,FALSE,ocean,none
9,1,0,FALSE,ocean,none
9,2,0,FALSE,ocean,none
9,3,0,FALSE,ocean,none
9,4,0,FALSE,ocean,none
9,5,0,FALSE,ocean,none
9,6,0,FALSE,ocean,none
9,7,0,FALSE,ocean,none
9,8,0,FALSE,ocean,none
9,9,0,FALSE,ocean,none
9,10,0,FALSE,ocean,none
9,11,0,FALSE,ocean,none
9,12,0,FALSE,ocean,none
9,13,0,FALSE,ocean,none
9,14,0,FALSE,ocean,none
9,15,0,FALSE,ocean,none
9,16,0,FALSE,ocean,none
9,17,0,FALSE,ocean,none
9,18,0,FALSE,ocean,none
9,19,0,FALSE,ocean,none
9,20,0,FALSE,ocean,none
9,21,0,FALSE,ocean,none
